# doc/agent-profile-v1.tsv -- frozen effective profile for normal-ascii-color-v1 / llm-final-v1
# Generated by test/agent/gen_profile.py from include/optlist.h.  Do not hand-edit; edit the generator.
# "this build" = the standard Linux configuration present in include/config.h (sys/unix/hints/linux.500).
# The strict agent-only build additionally defines NOTTYGRAPHICS, which removes the TTY_GRAPHICS-only rows below.
#
# Columns: name <TAB> availability/build guard <TAB> resolved startup value <TAB> classification <TAB> setter/handler entry point <TAB> saved-field binding <TAB> rationale
# classification: locked-presentation | locked-gameplay | unavailable-external | char-field
# value: the resolved startup value: 'on'/'off' for booleans, the native default for compound options, or 'x (override)' when the profile overrides it
# runtime mutation allowlist is EMPTY; every row is read-only at runtime
#
# == options (one row per active optlist.h entry) ==
cap.WC_TILE_HEIGHT	always	0x00000040L off	locked-presentation	windowprocs.wincap	-	tiles disabled
cap.WC_TILE_FILE	always	0x00000080L off	locked-presentation	windowprocs.wincap	-	tiles disabled
cap.WC_INVERSE	always	0x00000100L on	locked-presentation	windowprocs.wincap	-	inverse video
cap.WC_ALIGN_MESSAGE	always	0x00000200L off	locked-presentation	windowprocs.wincap	-	geometry not advertised
cap.WC_ALIGN_STATUS	always	0x00000400L off	locked-presentation	windowprocs.wincap	-	geometry not advertised
cap.WC_VARY_MSGCOUNT	always	0x00000800L off	locked-presentation	windowprocs.wincap	-	not advertised
cap.WC_FONT_MAP	always	0x00001000L off	locked-presentation	windowprocs.wincap	-	no font facility
cap.WC_FONT_MESSAGE	always	0x00002000L off	locked-presentation	windowprocs.wincap	-	no font facility
cap.WC_FONT_STATUS	always	0x00004000L off	locked-presentation	windowprocs.wincap	-	no font facility
cap.WC_FONT_MENU	always	0x00008000L off	locked-presentation	windowprocs.wincap	-	no font facility
cap.WC_FONT_TEXT	always	0x00010000L off	locked-presentation	windowprocs.wincap	-	no font facility
cap.WC_FONTSIZ_MAP	always	0x00020000L off	locked-presentation	windowprocs.wincap	-	no font facility
cap.WC_FONTSIZ_MESSAGE	always	0x040000L off	locked-presentation	windowprocs.wincap	-	no font facility
cap.WC_FONTSIZ_STATUS	always	0x0080000L off	locked-presentation	windowprocs.wincap	-	no font facility
cap.WC_FONTSIZ_MENU	always	0x00100000L off	locked-presentation	windowprocs.wincap	-	no font facility
cap.WC_FONTSIZ_TEXT	always	0x00200000L off	locked-presentation	windowprocs.wincap	-	no font facility
cap.WC_SCROLL_MARGIN	always	0x00400000L off	locked-presentation	windowprocs.wincap	-	no viewport scrolling
cap.WC_SPLASH_SCREEN	always	0x00800000L off	locked-presentation	windowprocs.wincap	-	not advertised
cap.WC_POPUP_DIALOG	always	0x01000000L off	locked-presentation	windowprocs.wincap	-	not advertised
cap.WC_SCROLL_AMOUNT	always	0x02000000L off	locked-presentation	windowprocs.wincap	-	no viewport scrolling
cap.WC_EIGHT_BIT_IN	always	0x04000000L on	locked-presentation	windowprocs.wincap	-	8-bit character input
cap.WC_PERM_INVENT	always	0x08000000L off	locked-presentation	windowprocs.wincap	-	no permanent inventory
cap.WC_MAP_MODE	always	0x10000000L off	locked-presentation	windowprocs.wincap	-	platform facility absent
cap.WC_WINDOWCOLORS	always	0x20000000L off	locked-presentation	windowprocs.wincap	-	window colors pinned
cap.WC_PLAYER_SELECTION	always	0x40000000L off	locked-presentation	windowprocs.wincap	-	menu/line/yn cover selection
cap.WC_MOUSE_SUPPORT	always	0x80000000L off	locked-presentation	windowprocs.wincap	-	mouse input not advertised
cap.WC2_FULLSCREEN	always	0x0001L off	locked-presentation	windowprocs.wincap	-	not advertised
cap.WC2_SOFTKEYBOARD	always	0x0002L off	locked-presentation	windowprocs.wincap	-	platform facility absent
cap.WC2_WRAPTEXT	always	0x0004L off	locked-presentation	windowprocs.wincap	-	not advertised
cap.WC2_HILITE_STATUS	always	0x0008L off	locked-presentation	windowprocs.wincap	-	status highlighting off
cap.WC2_SELECTSAVED	always	0x0010L off	locked-presentation	windowprocs.wincap	-	no save-selection UI
cap.WC2_DARKGRAY	always	0x0020L off	locked-presentation	windowprocs.wincap	-	dark gray not advertised
cap.WC2_HITPOINTBAR	always	0x0040L off	locked-presentation	windowprocs.wincap	-	hit-point bar off
cap.WC2_FLUSH_STATUS	always	0x0080L on	locked-presentation	windowprocs.wincap	-	status batching (initial)
cap.WC2_RESET_STATUS	always	0x0100L on	locked-presentation	windowprocs.wincap	-	status reset (initial)
cap.WC2_TERM_SIZE	always	0x0200L off	locked-presentation	windowprocs.wincap	-	terminal size is a build constant
cap.WC2_STATUSLINES	always	0x0400L off	locked-presentation	windowprocs.wincap	-	status line count frozen at 2
cap.WC2_WINDOWBORDERS	always	0x0800L off	locked-presentation	windowprocs.wincap	-	no window borders advertised
cap.WC2_PETATTR	always	0x1000L off	locked-presentation	windowprocs.wincap	-	pet attr fixed to inverse
cap.WC2_GUICOLOR	always	0x2000L off	locked-presentation	windowprocs.wincap	-	no non-map colour facility
cap.WC2_URGENT_MESG	always	0x4000L off	locked-presentation	windowprocs.wincap	-	no message urgency channel
cap.WC2_SUPPRESS_HIST	always	0x8000L off	locked-presentation	windowprocs.wincap	-	no history suppression channel
cap.WC2_MENU_SHIFT	always	0x010000L off	locked-presentation	windowprocs.wincap	-	no horizontal menu scrolling
cap.WC2_U_UTF8STR	always	0x020000L off	locked-presentation	windowprocs.wincap	-	unicode disabled
cap.WC2_EXTRACOLORS	always	0x040000L off	locked-presentation	windowprocs.wincap	-	enhanced colors disabled
cap.WC2_EXTRASTATUS	always	0x080000L off	locked-presentation	windowprocs.wincap	-	optional status fields off

# == standard binding inventory (non-optlist) ==
# name <TAB> guard <TAB> resolved startup value <TAB> classification <TAB> setter <TAB> saved <TAB> rationale
bind.command_keys	always	standard native bindings	locked-presentation	cmd.c / options.c	-	no runtime rebinding; bind keys denied
bind.number_pad	always	off	locked-presentation	cmd.c / options.c	-	classic single-keystroke movement
bind.numpad_meta_prefixes	always	not applicable (number_pad off)	locked-presentation	cmd.c / options.c	-	no alternate numpad interpretation
bind.altmeta	always	off	locked-presentation	cmd.c / options.c	-	no ESC-prefix meta interpretation
bind.menu_command_keys	always	built-in MENU_* defaults (wintype.h)	locked-presentation	cmd.c / options.c	-	menu_select_all '.', menu_deselect_all '-', menu_invert_all '@', menu_select_page ',', menu_deselect_page '\', menu_invert_page '~', menu_first_page '^', menu_last_page '|', menu_next_page '>', menu_previous_page '<', menu_shift_left '{', menu_shift_right '}', menu_search ':'
bind.user_key_binding	always	denied	unavailable-external	cmd.c / options.c	-	bind_key(user=true) gated; only core reset_commands/user=false allowed
bind.symbol_set_loading	always	denied	unavailable-external	cmd.c / options.c	-	load_symset/parsesymbols gated
bind.mouse_input	always	denied	unavailable-external	cmd.c / options.c	-	WC_MOUSE_SUPPORT not advertised

# == symbol / appearance state (non-optlist) ==
# name <TAB> guard <TAB> resolved startup value <TAB> classification <TAB> setter <TAB> saved <TAB> rationale
sym.symbol_source	always	primary/Rogue built-in ASCII	locked-presentation	symbols.c	-	no custom/unicode/tile symbols
sym.custom_symbol_loading	always	disabled	unavailable-external	symbols.c	-	load_symset/parsesymbols gated
sym.custom_color_loading	always	disabled	unavailable-external	symbols.c	-	change_color denied
sym.background_glyph_layer	always	disabled	locked-presentation	symbols.c	-	frame color only; no terrain identity
sym.initial_blank_appearance	always	palette id 0 = blank	locked-presentation	symbols.c	-	unpainted cells share one blank tuple

# == delivery policy (non-optlist) ==
pol.render	always	normal-ascii-color-v1	locked-gameplay	-	-	fixed rendering profile
pol.delivery	always	llm-final-v1	locked-gameplay	-	-	final durable deltas; no animation
pol.audit	always	not negotiated in Phase 2	locked-gameplay	-	-	audit-frames-v1 is opt-in
pol.runtime_mutation	always	empty allowlist	locked-gameplay	-	-	no runtime option changes
pol.bones	always	disabled	locked-gameplay	-	-	no cross-episode contamination
pol.wallclock_metadata	always	absent	locked-gameplay	-	-	no wall-clock/time metadata fields
